CID,IUPAC_Name,Molecular_Formula,Molecular_Weight,SMILES,InChIKey,PubChem_Link
2244,2-acetyloxybenzoic acid,C9H8O4,180.16,N/A,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/2244
